0.721079 -0.132189 3.11388
0.830868 -0.102446 3.0881

-0.696561 -0.118317 -3.12989
0.316652 -0.0944314 3.13758

-0.696561 -0.118317 -3.12989
-0.388929 -0.114883 -3.13663

0.316652 -0.0944314 3.13758
0.449657 -0.0921246 -3.13255

-0.388929 -0.114883 -3.13663
0.449657 -0.0921246 -3.13255

-0.388929 -0.114883 -3.13663
0.721079 -0.132189 3.11388

0.449657 -0.0921246 -3.13255
0.830868 -0.102446 3.0881

0.721079 -0.132189 3.11388
1.63343 -0.118385 -3.06089

0.721079 -0.132189 3.11388
1.6442 -0.130386 -3.06121

1.6442 -0.130386 -3.06121
1.63343 -0.118385 -3.06089

0.830868 -0.102446 3.0881
1.63343 -0.118385 -3.06089

2.32012 0.0129801 -2.66738
2.80478 0.36247 -2.32493

1.6442 -0.130386 -3.06121
2.21254 -0.0819806 -2.81743

1.63343 -0.118385 -3.06089
2.32012 0.0129801 -2.66738

2.21254 -0.0819806 -2.81743
2.32012 0.0129801 -2.66738

2.21254 -0.0819806 -2.81743
2.77919 0.362201 -2.24454

2.77919 0.362201 -2.24454
2.80478 0.36247 -2.32493

2.77919 0.362201 -2.24454
3.04313 0.713825 -2.00968

2.77919 0.362201 -2.24454
3.15172 0.907463 -2.04226

2.80478 0.36247 -2.32493
3.15172 0.907463 -2.04226

3.04313 0.713825 -2.00968
3.15172 0.907463 -2.04226

3.04313 0.713825 -2.00968
3.45778 1.6331 -2.02209

3.04313 0.713825 -2.00968
3.47599 1.65446 -2.02404

3.15172 0.907463 -2.04226
3.47599 1.65446 -2.02404

3.45778 1.6331 -2.02209
3.47599 1.65446 -2.02404

3.45778 1.6331 -2.02209
3.63777 2.02583 -2.04434

3.47599 1.65446 -2.02404
3.62059 1.98972 -2.05521

3.63777 2.02583 -2.04434
3.62059 1.98972 -2.05521

3.63777 2.02583 -2.04434
3.83318 2.40626 -2.04189

3.62059 1.98972 -2.05521
3.84003 2.41692 -2.05452

3.83318 2.40626 -2.04189
3.84003 2.41692 -2.05452

